text,category,sentiment,flexibility
Shift HVAC to off-peak,cost,0.6877590372510398,0.6733612927398502
Reduce carbon,env,0.8464044427170561,0.7634233525933066
Use renewable energy,env,0.8851936841139447,0.6711358050284466
Shift HVAC to off-peak,cost,0.49097260252710384,0.6035781250754427
Don't adjust dryer,comfort,0.3078360648058263,0.12907717707070734
HVAC can be delayed,flex,0.855225306893642,0.9382105614686904
Keep washer on,comfort,0.3444107308662716,0.005005709452142348
Use renewable energy,env,0.8400164735740079,0.679640954870532
Reduce carbon,env,0.8578565000631876,0.44041742614823165
Don't adjust HVAC,comfort,0.1830073109753368,0.16559547553380033
Reduce carbon,env,0.792236073885664,0.7633028473969535
Shift EV to off-peak,cost,0.5021417486530397,0.7663137790116041
Minimize bill,cost,0.40960378292860855,0.7235637974468861
Flexible with EV,flex,0.8054443285654722,0.8996841106637365
HVAC can be delayed,flex,0.6790313934097197,0.9483360570803004
Keep dryer on,comfort,0.32344089646493734,0.06187818199627024
Reduce carbon,env,0.7061215594274908,0.6218885200109845
Flexible with EV,flex,0.6966093123270172,0.8576051862040991
Flexible with HVAC,flex,0.8272231014185983,0.8992774414428159
Shift EV to off-peak,cost,0.5232771539846592,0.7630585236436281
Reduce carbon,env,0.6472894672764364,0.5794470157005118
Shift dryer to off-peak,cost,0.6064976127075958,0.596393478578232
Shift EV to off-peak,cost,0.6826166831669963,0.7947420893625492
Don't adjust HVAC,comfort,0.42671879669751944,0.0
Shift EV to off-peak,cost,0.7532474862439701,0.8668086991694794
Shift dryer to off-peak,cost,0.6192104776381779,0.6018163022914242
Don't adjust dryer,comfort,0.4512701625133585,0.4039729254964681
Minimize bill,cost,0.603851585325966,0.549287473949416
Shift EV to off-peak,cost,0.5405244740589832,0.7215319566032122
Keep EV on,comfort,0.18854803144407972,0.1934856974683136
washer can be delayed,flex,0.7957172901914276,1.0
EV can be delayed,flex,0.7988012691956253,0.8089157874329148
Use renewable energy,env,0.7899026302233089,0.4730480995816677
Keep HVAC on,comfort,0.2579339594862198,0.3024146486800715
Keep washer on,comfort,0.30984904955696746,0.30355189102315905
Minimize bill,cost,0.5191446425859083,0.7136053548740483
Shift washer to off-peak,cost,0.6056607771789824,0.6969949559831623
Don't adjust HVAC,comfort,0.2404159055056563,0.26117471436890943
Use renewable energy,env,0.6607961929218558,0.7205109154774862
Reduce carbon,env,0.7361132221519868,0.6462797838620475
Minimize bill,cost,0.38675055366551336,0.6527231167122478
Keep HVAC on,comfort,0.18738650617649927,0.05804873867645052
Minimize bill,cost,0.6989013034360773,0.8360657499090605
Don't adjust HVAC,comfort,0.3222265512910779,0.1189815385825803
Minimize bill,cost,0.42164067421234674,0.7266064846722565
Reduce carbon,env,0.6898073995021655,0.6896824902832369
HVAC can be delayed,flex,0.7354551777951035,0.8050863738743504
Don't adjust HVAC,comfort,0.27488975476640554,0.19429570671286828
Reduce carbon,env,0.8683146616995084,0.5929757666469563
Minimize bill,cost,0.4380529628552352,0.7697962495595536
Flexible with EV,flex,0.7224336406162606,0.9815743641883845
Shift EV to off-peak,cost,0.6419448785442804,0.5931178060868011
Shift EV to off-peak,cost,0.5415067613307623,0.49721428272741275
Don't adjust HVAC,comfort,0.40118448908304544,0.22191250300542592
Don't adjust dryer,comfort,0.3247409525044813,0.29909117521448747
Keep HVAC on,comfort,0.1671440093102751,0.24951760060006115
Shift washer to off-peak,cost,0.7859676675088492,0.7335215760891117
HVAC can be delayed,flex,0.9177599287369989,0.8495517432771587
Flexible with HVAC,flex,0.6521925216341473,0.8434303800978458
Flexible with washer,flex,0.9488925545866677,1.0
Use renewable energy,env,0.566982238298732,0.5530534524113582
Shift washer to off-peak,cost,0.6849841569226216,0.7605245730676401
Flexible with EV,flex,0.8164896123296449,0.8544518583973024
Don't adjust EV,comfort,0.28918985479428494,0.24751713146467874
Minimize bill,cost,0.38966133559396676,0.5438674563791683
EV can be delayed,flex,0.7547878782609458,0.8756687764483607
Minimize bill,cost,0.5629694916079325,0.7488404489234242
Minimize bill,cost,0.7717698164599224,0.6876791533958081
Minimize bill,cost,0.6059861595019197,0.8514184386456319
Keep washer on,comfort,0.18089243390156012,0.3046664133848565
Use renewable energy,env,0.6704976645162871,0.531310276565195
Keep dryer on,comfort,0.43783138927685517,0.2379056693259228
Minimize bill,cost,0.5906177621086184,0.6156408471111892
Don't adjust dryer,comfort,0.16678138723070648,0.0
Keep EV on,comfort,0.31208460027220214,0.1382939062342119
Reduce carbon,env,0.5721338031268575,0.6382610418411632
Reduce carbon,env,0.6410497893001085,0.5838288665537866
Don't adjust EV,comfort,0.1420051153819632,0.18000637913741244
Don't adjust EV,comfort,0.17435665806311104,0.03770611579877009
Use renewable energy,env,0.6898310471953983,0.543286384605729
Don't adjust dryer,comfort,0.3161811193568999,0.2433986068043478
Keep washer on,comfort,0.37069646005357143,0.0
Don't adjust HVAC,comfort,0.2761906567998745,0.019216749410985445
Reduce carbon,env,0.6707012420859587,0.5631376864386264
Keep washer on,comfort,0.32969637126350027,0.06299502781454616
Use renewable energy,env,0.6652928031938042,0.6419630050403276
Shift washer to off-peak,cost,0.5058910962694381,0.8635435573312198
HVAC can be delayed,flex,0.7123759902664917,0.9278250660262164
Shift EV to off-peak,cost,0.6756690084637681,0.45450303416672844
Reduce carbon,env,0.7569676420595878,0.5056515282931289
Keep dryer on,comfort,0.2894463244720917,0.1597086607174537
Don't adjust EV,comfort,0.3158259534312486,0.2510332031441739
Keep HVAC on,comfort,0.2935307521275722,0.16489912782620753
Flexible with washer,flex,0.9375793961187304,1.0
Keep washer on,comfort,0.2737068165616927,0.12697909494488197
Shift dryer to off-peak,cost,0.4837366855890524,0.5201485762073046
Don't adjust dryer,comfort,0.4390754050314173,0.24165517064790082
Shift HVAC to off-peak,cost,0.6258442847592147,0.6696336235704152
Reduce carbon,env,0.5906026605982275,0.681817655597455
Reduce carbon,env,0.6405523202217123,0.6526890157154827
EV can be delayed,flex,0.8624981510740728,0.9205797287583158
dryer can be delayed,flex,0.780297943314951,0.9849603279958148
Minimize bill,cost,0.646226403903937,0.6636109147326099
Flexible with EV,flex,0.7814218214188716,0.9078294083542559
Minimize bill,cost,0.6330993971349184,0.6597607928981589
Keep EV on,comfort,0.31507822863580204,0.2032316945773171
Keep washer on,comfort,0.2598082205857505,0.20913494051503925
Don't adjust washer,comfort,0.4133356716690212,0.328583283473594
Use renewable energy,env,0.9057183014691008,0.9566943501421881
HVAC can be delayed,flex,0.8014385491879712,0.8973111632554772
EV can be delayed,flex,0.7784204298657524,0.9415899353422997
Flexible with HVAC,flex,0.841915974903096,1.0
Minimize bill,cost,0.5231164667993161,0.6991070688825032
Flexible with HVAC,flex,0.8312375742330986,1.0
Reduce carbon,env,0.559641270611736,0.6170094788964391
Minimize bill,cost,0.7770968685445859,0.6834695041129799
washer can be delayed,flex,0.8442170649928744,1.0
EV can be delayed,flex,0.6386504278121657,1.0
Reduce carbon,env,0.6736084360961972,0.5040104803390993
dryer can be delayed,flex,0.8957587261157471,1.0
Reduce carbon,env,0.6463088037031577,0.5643614854947895
Reduce carbon,env,0.8899730845115267,0.6325735592643335
Don't adjust dryer,comfort,0.2567339889509188,0.19029056927098073
Shift washer to off-peak,cost,0.6945656300831125,0.6547972506195603
Shift HVAC to off-peak,cost,0.7804660355982821,0.686690497762658
Don't adjust dryer,comfort,0.25902552643101884,0.3322655249506895
Flexible with dryer,flex,0.9434108764380503,0.7977531053614408
Reduce carbon,env,0.567633264703562,0.7284154934948807
Minimize bill,cost,0.587680492952917,0.6342913747801382
Minimize bill,cost,0.5072818086390322,0.7836211420547183
Use renewable energy,env,0.5152791177097643,0.7076056257165932
Keep EV on,comfort,0.2445380413414027,0.1375350234927118
Use renewable energy,env,0.6926842296290007,0.4819358537731039
Minimize bill,cost,0.5386904138867221,0.5574350798292605
Shift HVAC to off-peak,cost,0.5398808113116783,0.7269714939513641
Reduce carbon,env,0.6456443723339677,0.6554514336952723
HVAC can be delayed,flex,0.8389839637058043,0.940319191279755
Don't adjust EV,comfort,0.2720158286218739,0.21789996906561193
Flexible with EV,flex,0.7683611348922446,0.7239004880762481
Don't adjust HVAC,comfort,0.17755530895056632,0.1939886665900944
Don't adjust dryer,comfort,0.17701818033380926,0.35463176420992365
Minimize bill,cost,0.5941096027174574,0.5411442464167528
Use renewable energy,env,0.7162150833247679,0.6792611302597531
EV can be delayed,flex,0.6331696545747955,0.9456446503442378
Keep washer on,comfort,0.4213221275118879,0.18062929680981105
dryer can be delayed,flex,0.8193946827031363,0.9691878332606214
EV can be delayed,flex,0.8410178776664217,0.9289350593883062
Minimize bill,cost,0.5833657464984748,0.7551866577307423
Don't adjust washer,comfort,0.2625293058481528,0.20751646857464018
HVAC can be delayed,flex,0.7733762494961328,1.0
Don't adjust dryer,comfort,0.19168440763018185,0.1118341656530086
Reduce carbon,env,0.5298862518361632,0.6043456101051687
Reduce carbon,env,0.7805043079901959,0.7268991070613309
HVAC can be delayed,flex,0.8538305272341725,0.9279824017926596
Flexible with washer,flex,0.8656059822032545,0.8486236521148407
Minimize bill,cost,0.682161233929517,0.5312588919333582
Use renewable energy,env,0.7717185013397785,0.47023618875100176
Use renewable energy,env,0.6570626706263364,0.6604484050268938
Minimize bill,cost,0.5914700666006836,0.7164211936918168
Flexible with EV,flex,0.8206548844409138,0.8372516782494666
Shift HVAC to off-peak,cost,0.6965486003365234,0.4508932286374849
Minimize bill,cost,0.4463311072941206,0.6724707130871397
Minimize bill,cost,0.5610270486375193,0.6448519664801597
Flexible with washer,flex,0.8231809562552238,0.8369817324366291
Reduce carbon,env,0.6384184502278155,0.323461378559775
Keep EV on,comfort,0.1813925851810202,0.21740718459461
Use renewable energy,env,0.6141632162310762,0.6935079299432968
Keep EV on,comfort,0.3098970481362657,0.05293459027854064
Use renewable energy,env,0.7152874141662513,0.6470906765303892
Flexible with dryer,flex,0.9536913824438843,0.9734957043372778
Don't adjust EV,comfort,0.3423035693870865,0.41228399463203763
Shift EV to off-peak,cost,0.6256629108852358,0.5803850803416917
Don't adjust EV,comfort,0.29832376384622566,0.2997472173972356
Shift dryer to off-peak,cost,0.498601539147125,0.7526874995751027
EV can be delayed,flex,0.6969111512321521,1.0
dryer can be delayed,flex,0.8129981841296529,1.0
Keep HVAC on,comfort,0.38645982770346926,0.13709289884632317
Don't adjust HVAC,comfort,0.40724024670080977,0.20210785680872884
Reduce carbon,env,0.7743893562980138,0.7731903672548449
Keep HVAC on,comfort,0.238290823671248,0.12883862175804867
dryer can be delayed,flex,0.7012303183391265,0.9512635877112726
Flexible with HVAC,flex,0.6519079702530831,0.8803816460232299
Shift washer to off-peak,cost,0.4548387266563651,0.694415702727388
Don't adjust HVAC,comfort,0.2498525978123863,0.0747729692651668
Use renewable energy,env,0.6480661614019698,0.6206462199196877
Shift washer to off-peak,cost,0.6014397615699096,0.6745803679694
Shift HVAC to off-peak,cost,0.7202387356901356,0.5951334327723234
HVAC can be delayed,flex,0.5886615427333564,0.8971069544745613
Shift EV to off-peak,cost,0.5082855539970474,0.6399625993615083
Don't adjust washer,comfort,0.20487053075531558,0.13743318306534905
EV can be delayed,flex,0.8259681358831396,1.0
Use renewable energy,env,0.6402513444703093,0.6819886916084055
Use renewable energy,env,0.7214356401945472,0.5808642853456141
Flexible with HVAC,flex,0.8398865795997129,0.8869959127732451
Flexible with dryer,flex,0.7901141667806345,0.8060639318553043
Reduce carbon,env,0.5698262455653904,0.5699100532631103
Use renewable energy,env,0.44309849197920703,0.42072713678329
HVAC can be delayed,flex,0.9242338484702216,0.8103332808101571
Use renewable energy,env,0.6945599048952864,0.6730142067270555
Keep HVAC on,comfort,0.2960244683688287,0.012243687269810788
Minimize bill,cost,0.4682586725693634,0.7503656692933414
Minimize bill,cost,0.5490896360573313,0.6770189940302255
Shift dryer to off-peak,cost,0.5124121021846377,0.9214733840273152
Keep EV on,comfort,0.25704143031056675,0.2956760751221683
dryer can be delayed,flex,0.9668636724256665,0.8744021085047973
Keep dryer on,comfort,0.3262306148693452,0.13448981821481742
Keep HVAC on,comfort,0.06844715327720963,0.1668594118728576
Shift HVAC to off-peak,cost,0.6009203725937898,0.7748984819391773
Shift washer to off-peak,cost,0.6431648024387098,0.5645029320511319
Minimize bill,cost,0.7180989829457085,0.5291033051846254
Use renewable energy,env,0.6125609085443756,0.7409864289472412
HVAC can be delayed,flex,0.9450550796199817,1.0
Flexible with EV,flex,0.809242652496085,0.976177244479083
Shift washer to off-peak,cost,0.6568756110204008,0.6613723299552984
Shift washer to off-peak,cost,0.5047696607702419,0.6870879447699144
Keep dryer on,comfort,0.2643132748583993,0.2237781591911676
Reduce carbon,env,0.7679766574567811,0.546025938134479
Minimize bill,cost,0.5629670808257871,0.8235671313860373
HVAC can be delayed,flex,0.9129871206846727,0.9893027400989466
Shift washer to off-peak,cost,0.6224652224409505,0.8067886299755616
Keep HVAC on,comfort,0.3458210195216901,0.19304596511108701
Reduce carbon,env,0.5596932234485209,0.6911474809945972
Shift washer to off-peak,cost,0.5167725495024035,0.5822449506383062
Don't adjust HVAC,comfort,0.13703638893645886,0.2420320085037854
EV can be delayed,flex,0.774337413069342,0.8523443782227089
Keep dryer on,comfort,0.3807690482782429,0.1292591920759476
EV can be delayed,flex,0.7761109582490815,0.920193866085145
Keep HVAC on,comfort,0.32951284817068266,0.21732839670962534
Don't adjust HVAC,comfort,0.3358645179807042,0.45857685189712705
Use renewable energy,env,0.7213636496263619,0.49419572179965476
Keep EV on,comfort,0.2077439519088301,0.18763069713373257
Use renewable energy,env,0.5778269416835137,0.7549455419939323
Keep EV on,comfort,0.21521053343160423,0.19429209688550986
Flexible with HVAC,flex,0.7245604190012082,0.7070305507582335
Shift dryer to off-peak,cost,0.5180474349772148,0.8101065912718759
Minimize bill,cost,0.6438981525124104,0.7602501345053048
Shift washer to off-peak,cost,0.6916185538557431,0.769416901293108
Keep dryer on,comfort,0.301777666140813,0.37493314009281997
Flexible with dryer,flex,0.816529128983843,1.0
Minimize bill,cost,0.610228837823441,0.5483978886342522
Shift dryer to off-peak,cost,0.5126182813059075,0.7047553729269985
Minimize bill,cost,0.5053855166239858,0.8005023799467115
Don't adjust dryer,comfort,0.27653073911512677,0.0
Flexible with EV,flex,0.907984081264243,0.9425259777689713
Minimize bill,cost,0.3638833441303862,0.6521642659141955
Keep washer on,comfort,0.3708573519159988,0.17636452495964608
Don't adjust HVAC,comfort,0.32577416467921466,0.20521806460087674
Shift HVAC to off-peak,cost,0.5657372267184408,0.6640810917403558
Don't adjust washer,comfort,0.3517325207057441,0.2794865978044625
Use renewable energy,env,0.5751666886983373,0.6810027533903846
Reduce carbon,env,0.7442304109968059,0.6660789293189872
dryer can be delayed,flex,0.8606079769982637,0.852390035596058
Don't adjust HVAC,comfort,0.24718859018575193,0.26070968781595893
Don't adjust HVAC,comfort,0.32276628404363217,0.15857383061388713
Keep EV on,comfort,0.2590381922389766,0.21768332406504237
Shift HVAC to off-peak,cost,0.5970375779776416,0.6284395869945821
Use renewable energy,env,0.8246196595939355,0.5499214475799978
Flexible with dryer,flex,0.6388518454256961,0.8489559654597917
Don't adjust HVAC,comfort,0.2326661177653075,0.13001911353256723
washer can be delayed,flex,0.8706492355315716,1.0
Reduce carbon,env,0.5942263257793067,0.6462794908959042
Shift EV to off-peak,cost,0.5770792801211889,0.7572824252856952
Shift washer to off-peak,cost,0.48199906349905336,0.698446078129508
Don't adjust dryer,comfort,0.39719424215486465,0.14611308658461597
Reduce carbon,env,0.7885276961244176,0.6402462616859678
Shift HVAC to off-peak,cost,0.5852092992773129,0.5857418275336508
Use renewable energy,env,0.7565846674368736,0.492143255484079
HVAC can be delayed,flex,0.7606763318710248,0.8676767773750566
Flexible with HVAC,flex,0.8026692718413252,0.8420368820176778
Minimize bill,cost,0.6565591600408734,0.8292747082333434
Minimize bill,cost,0.649225687537935,0.7049607164504541
Minimize bill,cost,0.5387651229555683,0.7804370788388199
Reduce carbon,env,0.7357389765051107,0.5998781824277625
Reduce carbon,env,0.7779064150755777,0.6344797326423262
Shift HVAC to off-peak,cost,0.7285487035432362,0.648098003557401
Minimize bill,cost,0.6010063725189716,0.6912882299687401
Reduce carbon,env,0.6331607982775198,0.6590605949244916
Use renewable energy,env,0.8297239960850473,0.5072182238284995
Keep dryer on,comfort,0.5429004362559701,0.23682729727820478
dryer can be delayed,flex,0.797284761064543,1.0
dryer can be delayed,flex,1.0,0.8916755511652845
dryer can be delayed,flex,0.7837606610638709,0.8954458752800608
Minimize bill,cost,0.7299168447228355,0.6249412325060082
Keep HVAC on,comfort,0.2409548480992475,0.3437119486573035
Don't adjust HVAC,comfort,0.2533909563473624,0.1364123975598161
Shift washer to off-peak,cost,0.4163151218762672,0.6443637667894
Minimize bill,cost,0.6678284529864824,0.6563188995576772
Use renewable energy,env,0.6083691286175029,0.5384354152130806
washer can be delayed,flex,0.8519273849807577,0.7638815080356658
EV can be delayed,flex,0.827346479911556,1.0
Minimize bill,cost,0.6531380592032855,0.6037539063115734
Reduce carbon,env,0.8338658801577237,0.6870852507155927
Keep HVAC on,comfort,0.16949913996576324,0.3169225512096288
Flexible with EV,flex,0.6483958481160967,0.8954227516158806
Minimize bill,cost,0.48054865937437524,0.7295569168506674
Use renewable energy,env,0.8137607072876283,0.6636776728021136
Flexible with washer,flex,0.9450510845435494,1.0
Shift washer to off-peak,cost,0.6423761700191751,0.7379278872796613
Don't adjust washer,comfort,0.26806427717566506,0.07050014600945853
Reduce carbon,env,0.7301292415648052,0.4805393506227802
Keep EV on,comfort,0.21089879966414027,0.3114502362704919
Use renewable energy,env,0.5366639815987804,0.6888524878993623
Flexible with dryer,flex,0.7052382784417414,0.9503342135311491
HVAC can be delayed,flex,0.998074289906874,0.9026178066860324
Keep washer on,comfort,0.2559785493701043,0.3449030772359649
EV can be delayed,flex,0.9238457541771248,0.8700222193657675
Flexible with dryer,flex,0.7640599620144736,1.0
dryer can be delayed,flex,0.6122699465282366,0.7422548266015041
HVAC can be delayed,flex,0.8604761009592236,1.0
Use renewable energy,env,0.6609337292138733,0.3027110796520162
Keep EV on,comfort,0.21543265371222697,0.23859376029824675
HVAC can be delayed,flex,0.7565925813264133,0.859669315878261
Use renewable energy,env,0.8372580044453144,0.3982955614778282
Keep dryer on,comfort,0.19569912585778287,0.15094160715007615
Flexible with dryer,flex,0.6892027781375906,0.9135432963387482
Don't adjust EV,comfort,0.31422491121135276,0.1961106107356803
Shift HVAC to off-peak,cost,0.6652109390079589,0.8083259243494978
Reduce carbon,env,0.5212514012468454,0.6518576375526282
Use renewable energy,env,0.6469218492737804,0.6895992204047126
Flexible with HVAC,flex,0.8021942537457719,1.0
Shift washer to off-peak,cost,0.7162066944856785,0.7091268719606926
Minimize bill,cost,0.47619701590074814,0.6292710154779682
Reduce carbon,env,0.7555974243598915,0.6050915824640438
Minimize bill,cost,0.6018061329149608,0.7712428197153802
washer can be delayed,flex,0.7810584199033429,0.8582093122366463
Keep HVAC on,comfort,0.31542404521596284,0.26707692201255495
Reduce carbon,env,0.6305600803698795,0.4743407008832867
Reduce carbon,env,0.7438765793578667,0.6174786181658485
Shift HVAC to off-peak,cost,0.5122483666479691,0.5438089779772198
Shift washer to off-peak,cost,0.6359603032246529,0.7107790331258491
Don't adjust EV,comfort,0.47663323580709016,0.18582042516585168
Flexible with washer,flex,0.779143971172274,1.0
Keep washer on,comfort,0.2806445135177503,0.20977285610660248
Flexible with EV,flex,0.8134982521323643,0.9107337761708776
Reduce carbon,env,0.579503365989374,0.660822071325775
Use renewable energy,env,0.7051406371423006,0.5500122835505655
Shift EV to off-peak,cost,0.6135731419839959,0.8343136304760549
Don't adjust dryer,comfort,0.4407883065985294,0.10787983177726762
EV can be delayed,flex,0.8174992339579598,0.8432303979121941
Shift HVAC to off-peak,cost,0.6718014935909844,0.7318583117936883
Use renewable energy,env,0.5966411985270488,0.6547733405117622
Use renewable energy,env,0.8159842165077371,0.5881171468479555
Use renewable energy,env,0.7991220981321951,0.7029177421775459
Reduce carbon,env,0.7279438299769628,0.43780926524835284
Reduce carbon,env,0.6075311937251704,0.5374163806028909
Don't adjust HVAC,comfort,0.23914443499567592,0.12601989519016393
Use renewable energy,env,0.7342916538918098,0.6202236036664449
HVAC can be delayed,flex,0.8396375601970574,0.9326659559201287
Flexible with washer,flex,0.7268023587199957,0.8881535370830159
Don't adjust washer,comfort,0.370577052722005,0.204452109466849
Minimize bill,cost,0.6988118380734103,0.7242678197048219
Don't adjust washer,comfort,0.32652233288479876,0.049266774283227094
Shift dryer to off-peak,cost,0.6190600437621845,0.47557057647046785
Keep EV on,comfort,0.23928995522041258,0.10107301021815404
Shift EV to off-peak,cost,0.5516091443437882,0.8382260454242936
Reduce carbon,env,0.6894034410687938,0.6948500897395451
Shift dryer to off-peak,cost,0.8025142185324231,0.5250915031014391
Minimize bill,cost,0.5816260349833957,0.8030766757196696
Flexible with EV,flex,0.6608213766760969,0.8689244617678304
Reduce carbon,env,0.7281935441872414,0.7400648166832451
Flexible with washer,flex,0.7557619142466583,0.9090280069629282
Minimize bill,cost,0.4781705342352952,0.5045222425269111
Reduce carbon,env,0.7250316867320405,0.6850486160342139
Reduce carbon,env,0.7852769716382928,0.6536993436946016
Reduce carbon,env,0.6372050162506362,0.6630652533881495
Shift EV to off-peak,cost,0.713953429238108,0.6352208504842488
Keep washer on,comfort,0.2998541808758403,0.30808889281272916
Don't adjust EV,comfort,0.0,0.1726299194519288
Don't adjust HVAC,comfort,0.5241289583902036,0.17113594455569575
Reduce carbon,env,0.7653443211537749,0.5667111879122965
Minimize bill,cost,0.6684061848847072,0.49852090487846756
Minimize bill,cost,0.569519209981172,0.7027698715918108
Use renewable energy,env,0.7399963950872945,0.7205429077471356
Keep washer on,comfort,0.15180267127727784,0.21852070406699067
HVAC can be delayed,flex,0.8151054297117716,1.0
EV can be delayed,flex,0.7083541217701324,0.8346088310117623
Reduce carbon,env,0.6368185278936354,0.7185542352771073
Flexible with dryer,flex,0.8135417108422833,0.734707856617538
Shift HVAC to off-peak,cost,0.6813691659240056,0.5750906885255699
Flexible with dryer,flex,0.747183278889077,0.9729552329233546
Reduce carbon,env,0.8886985255171566,0.65253511000947
Don't adjust washer,comfort,0.2531557493544065,0.1347438243135286
Shift washer to off-peak,cost,0.5500507596928621,0.6841106534952732
Minimize bill,cost,0.6128880548544209,0.7789848433670128
Minimize bill,cost,0.4879313004586194,0.8045131044858398
Minimize bill,cost,0.5743851156842638,0.7517289710550918
Minimize bill,cost,0.6604467216718807,0.6643492116907624
Use renewable energy,env,0.6186636393213852,0.47089796904321535
EV can be delayed,flex,0.6019205119924522,0.8288064164765175
Shift washer to off-peak,cost,0.5348892300248655,0.72236348315976
HVAC can be delayed,flex,0.9962511511680079,0.8854258484774096
Flexible with EV,flex,0.7895825583721081,0.870101613249612
Shift dryer to off-peak,cost,0.7251494783448804,0.8351558654017383
Keep HVAC on,comfort,0.4310177934464894,0.25309373590075196
Shift dryer to off-peak,cost,0.7777430315890324,0.9026743741181043
Flexible with washer,flex,0.956680229590881,1.0
Reduce carbon,env,0.5609318413662022,0.6813344883802758
Shift HVAC to off-peak,cost,0.4545849255451355,0.7633724814017504
Keep HVAC on,comfort,0.40181231881235857,0.2376346545666833
Keep dryer on,comfort,0.19423473774048228,0.30032091720734416
Minimize bill,cost,0.6255175387371693,0.7309507819839248
Don't adjust dryer,comfort,0.3663282756233082,0.2681401421731231
Keep HVAC on,comfort,0.3000240750691509,0.21718016077790014
Keep HVAC on,comfort,0.40352398797793654,0.21821163286568407
Shift HVAC to off-peak,cost,0.8072142897935499,0.6735177549628453
Minimize bill,cost,0.5288622560060464,0.8135399262126417
Minimize bill,cost,0.6500343392270356,0.6413765641773611
Shift HVAC to off-peak,cost,0.48903051263248726,0.7652014849675101
Keep washer on,comfort,0.3306158131257277,0.16261756157846524
Keep HVAC on,comfort,0.34123984277473896,0.3357250503984106
Minimize bill,cost,0.590473397326209,0.9006759364182487
Reduce carbon,env,0.6267430906966864,0.73797575156484
Shift washer to off-peak,cost,0.7174663064704837,0.7521835943908678
Reduce carbon,env,0.7418646943408764,0.7298688663715701
Flexible with dryer,flex,0.8933335485874998,0.9526068238592972
Minimize bill,cost,0.6602804482172361,0.7359289634711914
Use renewable energy,env,0.8647217627787978,0.5636469050631154
Reduce carbon,env,0.7361717846276705,0.524311999240186
HVAC can be delayed,flex,0.8226291091311094,0.9754507251570981
Flexible with EV,flex,0.7376898382024463,1.0
Minimize bill,cost,0.6376180895595934,0.7078965629199464
Don't adjust EV,comfort,0.18649878052482793,0.202790558882115
Use renewable energy,env,0.7862540069515223,0.6899970930902636
HVAC can be delayed,flex,0.6612804310280572,0.9859192952316282
Flexible with HVAC,flex,0.9788253047166788,0.9125274900519622
Minimize bill,cost,0.5884244640761532,0.5509280448145388
Don't adjust HVAC,comfort,0.2373437795285434,0.17734103894157316
Reduce carbon,env,0.6434652940687027,0.705574312030048
Minimize bill,cost,0.716075027250722,0.6971590138324949
Keep dryer on,comfort,0.33060627335043796,0.10173898798140896
Flexible with washer,flex,0.6488693757893627,0.8958628607545402
Shift washer to off-peak,cost,0.6147877349931982,0.5933569487603632
Minimize bill,cost,0.5821869205650851,0.7543233811401762
Don't adjust HVAC,comfort,0.3395099650482512,0.14929100361268288
Keep washer on,comfort,0.3343370130327415,0.21238622686044475
Shift EV to off-peak,cost,0.5628550475442556,0.4784821803159815
Use renewable energy,env,0.7745985196240038,0.624891054821157
Keep HVAC on,comfort,0.2897231028127129,0.05768603575856743
Minimize bill,cost,0.5674915202055667,0.696299675613784
Minimize bill,cost,0.6220965644892792,0.6242321494388138
Don't adjust washer,comfort,0.4290720288555957,0.0
Shift washer to off-peak,cost,0.7475776843092067,0.6770966845749029
Minimize bill,cost,0.6437833173735078,0.6154527546809458
Keep dryer on,comfort,0.31359693390050086,0.1583892280725463
Don't adjust dryer,comfort,0.3306452094285608,0.3469045256371647
Don't adjust HVAC,comfort,0.1931995217621703,0.21271956907013062
HVAC can be delayed,flex,0.7977994640854564,0.7818972747367573
Minimize bill,cost,0.7674755905282176,0.7018191248801943
Minimize bill,cost,0.6196447012151644,0.5895900659774049
Flexible with HVAC,flex,0.8204332054909791,0.9748784411749762
Don't adjust EV,comfort,0.1730410212345875,0.21464452713162882
Don't adjust dryer,comfort,0.4169894097447527,0.09886303851582519
HVAC can be delayed,flex,0.8057748502741626,0.9834757140209595
Minimize bill,cost,0.4952898964231513,0.7223699821341799
Keep HVAC on,comfort,0.14065237041477216,0.17317879731445449
Reduce carbon,env,0.6438353339672669,0.5563693355254079
Minimize bill,cost,0.4860659617643055,0.5246885971960115
Use renewable energy,env,0.7413944617323001,0.5463549755039843
Flexible with HVAC,flex,0.8586944214451288,1.0
Don't adjust dryer,comfort,0.3603918841617985,0.09225248682651128
Use renewable energy,env,0.7036285530816333,0.7093358773683524
Use renewable energy,env,0.736954777610049,0.5905024017573828
Keep EV on,comfort,0.31216650277877966,0.19118542574874853
washer can be delayed,flex,0.8796555639531984,0.7854376360252393
Keep HVAC on,comfort,0.35591707402884204,0.2732816272205099
Shift dryer to off-peak,cost,0.6273926920909009,0.7164447812937342
Minimize bill,cost,0.4219526962163336,0.5774671000183235
Reduce carbon,env,0.6210726062567256,0.6519935938049535
Don't adjust HVAC,comfort,0.15611523515410985,0.22684774324227341
Use renewable energy,env,0.8059498146506231,0.5845658344442739
Don't adjust HVAC,comfort,0.30921554801572765,0.044088595378902085
HVAC can be delayed,flex,0.8820746419785633,1.0
Use renewable energy,env,0.6119266584880293,0.5138023127609106
Reduce carbon,env,0.6285609554224181,0.542963053706994
Flexible with HVAC,flex,0.8717963715937231,0.8863353191307435
Minimize bill,cost,0.6774948803797788,0.7180222294087193
